이름,고유번호,관심사,나이,성별,혜택,교통비,교통횟수,교통총비용,편의점비,편의점횟수,편의점총비용,배달비,배달횟수,배달총비용,카페비,카페횟수,카페총비용,ott비,ott횟수,ott총비용,영화비,영화횟수,영화총비용,쇼핑비,쇼핑횟수,쇼핑총비용,도서비,도서횟수,도서총비용,뷰티비,뷰티횟수,뷰티총비용,야구비,야구횟수,야구총비용,놀이공원/공연비,놀이공원/공연횟수,놀이공원/공연총비용,통신비,통신횟수,통신총비용,card
신지현,a06863,영화관람,9,여,대중교통,400,64,25600,43700,26,1136200,15900,7,111300,18700,5,93500,4300,2,8600,14300,1,14300,25300,5,126500,27200,3,81600,37200,2,74400,23900,2,47800,47300,2,94600,55400,1,55400,2
김보람,a06864,도서,14,남,카페,400,36,14400,12800,14,179200,15200,5,76000,18800,19,357200,3600,1,3600,20500,1,20500,16600,1,16600,23000,0,0,28100,5,140500,13800,2,27600,31800,0,0,73300,1,73300,2
류영숙,a06865,쇼핑,10,남,야구,700,58,40600,2100,6,12600,22600,3,67800,17500,8,140000,4200,1,4200,15600,0,0,45300,3,135900,27300,1,27300,37600,0,0,24900,1,24900,33700,1,33700,38100,1,38100,0
김정남,a06866,영화관람,16,여,뷰티,300,48,14400,26600,29,771400,23500,9,211500,4500,8,36000,3700,2,7400,23700,2,47400,34200,0,0,21300,5,106500,43300,4,173200,22400,2,44800,23200,1,23200,70200,1,70200,0
김정웅,a06867,여행,13,여,편의점,700,8,5600,20700,10,207000,17400,2,34800,15100,11,166100,3000,5,15000,19900,3,59700,17300,2,34600,29900,4,119600,41300,1,41300,11400,2,22800,20300,1,20300,73900,1,73900,7
이정웅,a06868,영화관람,12,남,영화관람,500,44,22000,9000,21,189000,16100,10,161000,16200,2,32400,2500,0,0,17900,3,53700,25600,1,25600,27600,0,0,16100,1,16100,11900,1,11900,35900,1,35900,65400,1,65400,7
손보람,a06869,카페,15,남,놀이동산,700,58,40600,29400,9,264600,20900,5,104500,14100,8,112800,4600,0,0,24300,2,48600,39000,2,78000,28800,0,0,16300,5,81500,22000,2,44000,22700,0,0,26100,1,26100,7
이지연,a06870,여행,10,여,도서,500,24,12000,36100,23,830300,17600,3,52800,14600,4,58400,4200,0,0,14500,1,14500,10500,4,42000,27200,3,81600,43400,1,43400,10000,0,0,23700,2,47400,28800,1,28800,6
김현정,a06871,패션,18,여,쇼핑,400,61,24400,18200,10,182000,24800,3,74400,19900,10,199000,4800,5,24000,22900,0,0,23500,3,70500,27200,2,54400,27200,2,54400,22000,0,0,44500,2,89000,14000,1,14000,6
구민재,a06872,스포츠,11,여,편의점,500,19,9500,3100,4,12400,19300,6,115800,11300,12,135600,4100,5,20500,20500,3,61500,12800,2,25600,25900,5,129500,38800,3,116400,10200,1,10200,38500,1,38500,11300,1,11300,6
김성수,a06873,게임,16,남,야구,400,8,3200,46500,27,1255500,28600,9,257400,8700,18,156600,4000,6,24000,22200,3,66600,42500,0,0,26400,0,0,49800,2,99600,12700,0,0,25500,0,0,72500,1,72500,1
류현주,a06874,도서,10,여,배달,500,60,30000,30300,16,484800,22000,5,110000,11800,9,106200,3000,6,18000,22900,2,45800,23400,5,117000,21400,2,42800,17600,4,70400,21900,2,43800,20000,1,20000,61400,1,61400,4
장우진,a06875,도서,18,여,배달,500,41,20500,19800,27,534600,20400,4,81600,8100,16,129600,3200,5,16000,14700,1,14700,48800,0,0,21500,0,0,25700,3,77100,24600,1,24600,26700,1,26700,38100,1,38100,0
허서윤,a06876,스포츠,17,여,쇼핑,400,59,23600,42300,20,846000,12600,2,25200,6200,20,124000,2700,5,13500,18900,3,56700,18000,4,72000,23200,4,92800,26800,4,107200,18400,1,18400,25500,2,51000,32400,1,32400,5
김성훈,a06877,뷰티,15,여,놀이동산,500,54,27000,36700,27,990900,15400,3,46200,16600,2,33200,3700,5,18500,22600,3,67800,43200,3,129600,20100,4,80400,33700,5,168500,9100,0,0,40700,1,40700,47800,1,47800,7
박병철,a06878,영화관람,13,여,쇼핑,500,55,27500,20000,6,120000,21800,7,152600,7700,6,46200,3600,1,3600,22300,2,44600,32900,5,164500,21000,2,42000,36200,4,144800,9600,0,0,39900,0,0,60500,1,60500,3
안지훈,a06879,뷰티,11,남,넷플릭스,300,36,10800,19200,15,288000,11200,6,67200,4500,11,49500,3000,2,6000,21300,1,21300,16600,0,0,29000,4,116000,38000,2,76000,22200,0,0,30000,0,0,67900,1,67900,6
나미경,a06880,패션,15,여,도서,400,18,7200,29500,21,619500,21300,4,85200,16100,3,48300,3700,1,3700,22300,2,44600,34300,2,68600,19800,2,39600,33400,5,167000,10200,1,10200,48300,1,48300,72000,1,72000,1
이현준,a06881,영화관람,17,여,편의점,300,70,21000,45900,5,229500,11700,8,93600,12600,15,189000,4000,6,24000,18300,3,54900,21000,1,21000,23400,1,23400,12000,4,48000,8700,2,17400,36000,0,0,73100,1,73100,7
강시우,a06882,도서,19,여,쇼핑,400,61,24400,39200,26,1019200,23100,3,69300,14700,20,294000,3100,2,6200,15500,3,46500,44900,5,224500,24900,2,49800,40100,3,120300,23900,0,0,27300,0,0,46400,1,46400,0
권민지,a06883,영화관람,13,남,쇼핑,400,25,10000,40300,20,806000,12800,4,51200,18800,14,263200,3800,5,19000,20300,1,20300,34000,0,0,21000,3,63000,13900,2,27800,18600,1,18600,34700,0,0,69400,1,69400,2
김민준,a06884,카페,11,여,넷플릭스,500,36,18000,27800,29,806200,13000,7,91000,15000,19,285000,4500,2,9000,22900,1,22900,16800,2,33600,25300,1,25300,18400,5,92000,20300,2,40600,47700,0,0,66800,1,66800,3
김하윤,a06885,카페,14,남,대중교통,600,52,31200,13100,13,170300,21300,5,106500,14500,20,290000,4200,6,25200,21300,3,63900,45800,4,183200,19200,3,57600,16300,2,32600,20300,1,20300,48300,0,0,70200,1,70200,7
김순옥,a06886,영화관람,12,여,쇼핑,300,69,20700,2500,26,65000,19100,8,152800,10000,5,50000,3200,3,9600,13400,2,26800,20000,1,20000,25100,1,25100,35800,2,71600,18700,0,0,41800,0,0,22600,1,22600,4
김승현,a06887,스포츠,8,여,넷플릭스,600,31,18600,38200,18,687600,25600,6,153600,14100,10,141000,3200,0,0,18700,2,37400,20300,3,60900,28900,4,115600,32900,1,32900,15200,1,15200,26200,2,52400,10100,1,10100,4
조옥자,a06888,스포츠,15,여,배달,500,27,13500,43000,29,1247000,17000,6,102000,17900,19,340100,3600,6,21600,14000,1,14000,37100,1,37100,23800,5,119000,33600,0,0,21700,0,0,28500,0,0,39100,1,39100,7
이광수,a06889,영화관람,14,남,쇼핑,500,7,3500,34200,22,752400,12600,5,63000,19500,2,39000,3400,2,6800,18000,0,0,41100,0,0,26500,5,132500,19000,5,95000,20800,1,20800,38500,0,0,66400,1,66400,4
김경자,a06890,여행,11,남,카페,600,18,10800,18800,19,357200,19600,7,137200,19900,2,39800,4400,4,17600,14300,3,42900,19100,3,57300,22000,4,88000,23100,5,115500,24200,0,0,49400,0,0,51000,1,51000,0
최주원,a06891,스포츠,16,여,카페,300,17,5100,12200,26,317200,22500,2,45000,12100,2,24200,4800,6,28800,18300,1,18300,27200,5,136000,21300,3,63900,31700,0,0,12300,2,24600,37500,1,37500,42100,1,42100,4
한승민,a06892,패션,14,남,영화관람,400,18,7200,7400,25,185000,22300,10,223000,16000,2,32000,2600,4,10400,14500,1,14500,14400,2,28800,18900,1,18900,16600,0,0,21200,2,42400,46800,0,0,43700,1,43700,5
주옥순,a06893,영화관람,12,여,대중교통,500,57,28500,30100,29,872900,12600,4,50400,12400,4,49600,4700,4,18800,14200,1,14200,10500,2,21000,28600,2,57200,34800,1,34800,14200,1,14200,22700,2,45400,16100,1,16100,2
이서준,a06894,카페,13,남,도서,600,59,35400,49400,20,988000,10800,4,43200,19300,20,386000,2600,1,2600,23900,3,71700,42200,0,0,29500,4,118000,18000,1,18000,21000,0,0,49500,0,0,24600,1,24600,5
박정자,a06895,여행,18,남,도서,500,35,17500,26700,10,267000,16700,6,100200,16500,20,330000,3200,5,16000,20200,0,0,38100,0,0,24900,5,124500,12200,1,12200,17400,2,34800,22100,0,0,18800,1,18800,1
이수민,a06896,영화관람,8,남,카페,500,54,27000,44300,21,930300,26100,2,52200,12600,3,37800,4400,4,17600,20000,0,0,40400,5,202000,20000,3,60000,14200,5,71000,17200,1,17200,32900,0,0,21200,1,21200,7
나현지,a06897,카페,10,남,야구,300,22,6600,21600,20,432000,10900,3,32700,17700,4,70800,2900,2,5800,23900,1,23900,23800,3,71400,23000,1,23000,43800,4,175200,13200,2,26400,41100,1,41100,34100,1,34100,7
백정순,a06898,카페,19,여,영화관람,600,30,18000,26400,30,792000,23900,9,215100,15700,4,62800,3400,3,10200,21700,3,65100,36800,0,0,24000,3,72000,33300,0,0,9500,2,19000,25300,2,50600,42800,1,42800,6
임예진,a06899,카페,18,남,야구,300,42,12600,12500,29,362500,21300,3,63900,5800,4,23200,3300,0,0,23600,1,23600,46700,4,186800,27900,4,111600,43200,5,216000,22400,0,0,29700,0,0,17600,1,17600,4
이성진,a06900,뷰티,9,여,대중교통,700,23,16100,2000,10,20000,18800,3,56400,7100,14,99400,3300,2,6600,24600,0,0,28500,3,85500,26300,4,105200,14300,2,28600,9600,0,0,28900,0,0,39300,1,39300,1
류현정,a06901,뷰티,18,여,통신비,600,55,33000,16300,5,81500,19300,6,115800,7900,16,126400,3200,4,12800,13800,0,0,33600,4,134400,22300,3,66900,32700,5,163500,11300,2,22600,37200,1,37200,15300,1,15300,1
송춘자,a06902,게임,19,여,놀이동산,500,10,5000,24600,20,492000,14500,6,87000,13300,12,159600,3100,5,15500,18200,3,54600,46900,2,93800,22700,0,0,21100,4,84400,13400,1,13400,33400,0,0,41800,1,41800,1
김은주,a06903,스포츠,9,남,영화관람,400,59,23600,12100,25,302500,17700,7,123900,18700,6,112200,4800,4,19200,14900,2,29800,26100,1,26100,19800,2,39600,40700,3,122100,22500,1,22500,29400,0,0,65600,1,65600,6
문건우,a06904,도서,11,남,뷰티,400,11,4400,16500,30,495000,27300,9,245700,8200,15,123000,4900,5,24500,14400,3,43200,36300,4,145200,28200,1,28200,24000,5,120000,15300,0,0,33700,2,67400,35100,1,35100,1
이준영,a06905,쇼핑,15,남,도서,600,39,23400,19700,17,334900,27800,2,55600,5500,20,110000,2700,1,2700,14100,0,0,21900,2,43800,18100,3,54300,14900,3,44700,12600,0,0,46600,2,93200,20100,1,20100,3
이미경,a06906,카페,10,남,영화관람,400,40,16000,46200,2,92400,29600,5,148000,19600,20,392000,4600,1,4600,14200,2,28400,29800,0,0,21400,3,64200,46800,0,0,10500,0,0,26600,1,26600,34600,1,34600,3
김시우,a06907,뷰티,14,남,통신비,600,64,38400,32700,7,228900,17000,4,68000,15200,7,106400,4900,5,24500,23000,1,23000,31100,3,93300,26900,1,26900,17000,0,0,18400,2,36800,34100,0,0,32300,1,32300,5
오성훈,a06908,카페,11,남,뷰티,500,45,22500,46500,14,651000,11700,3,35100,19400,5,97000,2500,3,7500,21200,0,0,33400,4,133600,25600,0,0,29500,4,118000,21700,2,43400,23200,2,46400,42800,1,42800,6
이영길,a06909,도서,17,여,쇼핑,400,45,18000,38800,27,1047600,22400,8,179200,20000,6,120000,3000,4,12000,19500,2,39000,12400,2,24800,27800,3,83400,38500,2,77000,14800,2,29600,38100,1,38100,68200,1,68200,7
김하은,a06910,영화관람,10,여,영화관람,400,29,11600,19300,29,559700,15500,7,108500,19200,9,172800,4300,3,12900,24600,2,49200,48300,2,96600,19000,3,57000,44400,1,44400,20300,1,20300,27500,1,27500,30800,1,30800,5
장정호,a06911,카페,12,남,통신비,700,41,28700,27800,25,695000,19000,5,95000,18000,2,36000,3100,1,3100,17200,0,0,28600,5,143000,29100,5,145500,19300,5,96500,15800,2,31600,27900,0,0,25200,1,25200,6
박승민,a06912,쇼핑,14,남,통신비,400,21,8400,34200,22,752400,16400,4,65600,14000,8,112000,4400,3,13200,13700,0,0,39600,1,39600,25600,4,102400,19500,0,0,19200,2,38400,25700,0,0,15500,1,15500,4
배건우,a06913,뷰티,14,남,영화관람,600,11,6600,14900,8,119200,14700,5,73500,16200,11,178200,4000,6,24000,19100,3,57300,23300,4,93200,22300,2,44600,21400,0,0,9200,2,18400,34400,2,68800,49900,1,49900,7
유수진,a06914,뷰티,8,여,대중교통,300,70,21000,46400,24,1113600,26000,4,104000,8900,16,142400,4600,1,4600,21200,2,42400,21900,1,21900,27400,4,109600,25100,4,100400,10400,1,10400,32900,1,32900,71800,1,71800,0
하도현,a06915,스포츠,11,여,배달,500,44,22000,18700,18,336600,28700,2,57400,5100,12,61200,2800,2,5600,18000,0,0,25000,2,50000,18000,5,90000,11100,2,22200,8000,1,8000,41700,2,83400,65200,1,65200,6
박정호,a06916,카페,10,여,카페,500,41,20500,38800,19,737200,11400,6,68400,15700,4,62800,3700,5,18500,19700,2,39400,41800,1,41800,19800,4,79200,31600,3,94800,23400,2,46800,33200,1,33200,17700,1,17700,7
이숙자,a06917,스포츠,9,남,배달,500,10,5000,21300,2,42600,11100,6,66600,5600,2,11200,4800,4,19200,14200,2,28400,31500,0,0,25700,4,102800,27500,1,27500,22400,1,22400,24900,2,49800,63000,1,63000,6
나명숙,a06918,쇼핑,17,남,쇼핑,400,40,16000,36100,10,361000,28700,4,114800,8700,16,139200,4500,1,4500,23700,1,23700,20900,1,20900,25000,4,100000,14500,2,29000,10700,2,21400,31000,1,31000,69100,1,69100,6
서지연,a06919,뷰티,17,여,대중교통,400,27,10800,13000,3,39000,20300,6,121800,17200,13,223600,3300,3,9900,21700,2,43400,45100,4,180400,22400,0,0,24400,3,73200,13100,1,13100,30100,0,0,48300,1,48300,5
박재현,a06920,게임,9,남,대중교통,300,34,10200,7600,18,136800,26300,4,105200,4700,20,94000,3800,3,11400,24100,0,0,25400,1,25400,18800,4,75200,12500,5,62500,9400,0,0,37700,2,75400,48800,1,48800,7
서지연,a06921,게임,19,남,대중교통,500,28,14000,20100,28,562800,10800,8,86400,11300,11,124300,3400,0,0,13900,0,0,13000,3,39000,24600,0,0,26300,4,105200,10900,0,0,27200,0,0,57500,1,57500,0
이명숙,a06922,도서,12,여,도서,500,20,10000,3200,22,70400,17000,10,170000,6000,10,60000,4500,5,22500,14600,3,43800,48600,4,194400,23500,2,47000,37800,5,189000,18300,2,36600,34200,1,34200,12800,1,12800,2
정도윤,a06923,카페,10,여,넷플릭스,600,51,30600,15400,22,338800,22800,6,136800,11800,16,188800,4800,1,4800,21000,2,42000,14900,2,29800,18500,1,18500,10300,3,30900,10700,1,10700,23900,0,0,25100,1,25100,1
김보람,a06924,여행,17,여,놀이동산,600,69,41400,49600,9,446400,14100,2,28200,16100,13,209300,4700,2,9400,18500,0,0,16300,3,48900,22300,1,22300,48400,4,193600,18300,2,36600,38200,1,38200,17900,1,17900,3
구현주,a06925,패션,11,여,카페,600,65,39000,14900,20,298000,19300,2,38600,17000,6,102000,4900,1,4900,16100,3,48300,29400,0,0,18500,5,92500,14500,0,0,16900,0,0,24400,1,24400,27700,1,27700,6
박순옥,a06926,뷰티,11,남,뷰티,700,64,44800,34900,21,732900,21200,9,190800,16400,17,278800,4400,1,4400,16100,1,16100,39700,5,198500,23900,2,47800,25000,1,25000,13500,0,0,49500,0,0,49200,1,49200,0
류서영,a06927,스포츠,19,여,배달,600,31,18600,3000,14,42000,11500,6,69000,13700,6,82200,3400,5,17000,22300,2,44600,15400,3,46200,18900,0,0,38800,4,155200,18200,2,36400,46100,0,0,38800,1,38800,2
문지은,a06928,여행,10,남,뷰티,700,23,16100,47800,3,143400,19900,2,39800,17500,18,315000,3100,0,0,20300,3,60900,47600,1,47600,26700,3,80100,26000,2,52000,24000,1,24000,43800,0,0,29600,1,29600,4
우광수,a06929,스포츠,11,남,놀이동산,700,63,44100,4200,25,105000,27700,5,138500,7600,8,60800,4700,3,14100,23200,1,23200,46600,0,0,21900,1,21900,22600,2,45200,23100,0,0,45300,0,0,41500,1,41500,7
박미영,a06930,카페,9,남,대중교통,300,63,18900,30700,22,675400,15200,10,152000,9800,13,127400,4400,2,8800,13000,2,26000,27200,2,54400,25900,4,103600,17300,3,51900,24100,1,24100,34100,0,0,12900,1,12900,2
이중수,a06931,패션,14,여,도서,700,47,32900,27600,20,552000,22000,7,154000,15300,13,198900,4000,0,0,18600,2,37200,12100,3,36300,28900,4,115600,33900,4,135600,9200,0,0,38400,1,38400,59300,1,59300,0
임정식,a06932,스포츠,14,남,도서,300,64,19200,3000,21,63000,28300,5,141500,16700,3,50100,3400,6,20400,20300,1,20300,29700,4,118800,19600,0,0,19400,5,97000,12600,0,0,36600,0,0,45000,1,45000,0
양서현,a06933,뷰티,18,여,도서,400,38,15200,40300,27,1088100,27500,9,247500,9600,19,182400,4100,0,0,20000,2,40000,43600,4,174400,21300,5,106500,38200,3,114600,12700,0,0,44500,1,44500,35900,1,35900,6
김순자,a06934,게임,15,남,대중교통,300,53,15900,17200,4,68800,26800,5,134000,15000,2,30000,3700,2,7400,19600,3,58800,13000,0,0,21500,4,86000,34500,5,172500,13100,0,0,45900,2,91800,64500,1,64500,1
서예원,a06935,스포츠,15,여,영화관람,600,22,13200,45800,4,183200,16500,6,99000,13200,5,66000,3300,2,6600,19700,1,19700,29400,4,117600,24900,2,49800,45100,1,45100,21800,1,21800,25600,2,51200,38000,1,38000,2
윤영희,a06936,패션,8,남,쇼핑,700,44,30800,9100,13,118300,11800,10,118000,9100,17,154700,4400,1,4400,20500,3,61500,45100,0,0,19500,0,0,41200,4,164800,10100,0,0,45100,2,90200,17000,1,17000,2
이상호,a06937,여행,8,여,통신비,400,67,26800,21900,8,175200,17800,3,53400,4700,9,42300,3300,5,16500,17300,1,17300,21100,4,84400,18100,1,18100,44400,3,133200,23800,2,47600,28800,2,57600,56000,1,56000,1
백유진,a06938,패션,11,남,통신비,600,7,4200,49900,6,299400,16200,5,81000,8300,2,16600,5000,2,10000,17100,2,34200,44800,3,134400,20700,3,62100,48100,1,48100,9000,1,9000,30600,2,61200,29900,1,29900,1
정순옥,a06939,패션,8,여,도서,500,14,7000,41600,13,540800,13700,9,123300,11300,20,226000,3500,3,10500,13500,3,40500,16700,3,50100,25400,0,0,15800,1,15800,24200,2,48400,21500,1,21500,60400,1,60400,0
이숙자,a06940,패션,11,남,야구,400,5,2000,33200,23,763600,12200,2,24400,19900,16,318400,4500,2,9000,17000,3,51000,46100,0,0,29500,3,88500,25900,2,51800,17400,0,0,34900,2,69800,44300,1,44300,6
이우진,a06941,뷰티,8,남,야구,500,24,12000,5500,8,44000,11100,3,33300,15600,2,31200,4100,1,4100,17100,0,0,43900,5,219500,24000,5,120000,29600,5,148000,14600,1,14600,25000,0,0,72400,1,72400,6
김지혜,a06942,도서,8,여,카페,400,13,5200,17600,27,475200,16300,9,146700,17900,6,107400,3000,3,9000,17800,0,0,19000,0,0,21400,4,85600,18500,0,0,8000,0,0,44800,0,0,34800,1,34800,4
김중수,a06943,카페,8,여,뷰티,400,22,8800,22200,30,666000,22000,5,110000,18800,16,300800,3300,1,3300,19800,3,59400,29400,0,0,20400,0,0,21700,0,0,15500,1,15500,21800,1,21800,17100,1,17100,5
김도현,a06944,영화관람,16,여,놀이동산,600,61,36600,48300,18,869400,10500,2,21000,13500,6,81000,4600,4,18400,20000,3,60000,43200,4,172800,21900,5,109500,39500,3,118500,23100,2,46200,32800,0,0,34800,1,34800,0
김상현,a06945,게임,12,여,영화관람,400,14,5600,47200,23,1085600,10300,2,20600,13700,18,246600,4700,6,28200,22700,3,68100,45500,1,45500,27600,5,138000,10400,4,41600,21800,0,0,31900,1,31900,19000,1,19000,0
김정호,a06946,영화관람,16,여,영화관람,300,18,5400,12600,18,226800,23300,7,163100,10300,8,82400,4100,0,0,14300,0,0,13000,3,39000,22700,0,0,15100,2,30200,16900,2,33800,44600,2,89200,48500,1,48500,6
최지후,a06947,도서,19,여,카페,500,39,19500,35600,26,925600,11500,7,80500,4800,4,19200,4700,0,0,13300,3,39900,11300,5,56500,18900,1,18900,32700,2,65400,9500,2,19000,22800,0,0,12100,1,12100,1
이병철,a06948,패션,13,여,대중교통,600,62,37200,38000,21,798000,13800,4,55200,13400,11,147400,4200,2,8400,20400,2,40800,48500,5,242500,21200,5,106000,30500,2,61000,19500,0,0,20400,0,0,71000,1,71000,6
안보람,a06949,도서,13,남,배달,500,29,14500,24000,19,456000,28800,8,230400,15000,2,30000,4700,0,0,14200,2,28400,36300,0,0,23600,5,118000,38600,2,77200,8800,0,0,29000,2,58000,28300,1,28300,6
윤준호,a06950,뷰티,19,여,놀이동산,600,51,30600,12600,10,126000,24300,9,218700,16100,8,128800,4000,5,20000,13400,0,0,28400,3,85200,24100,4,96400,12400,4,49600,12700,0,0,37200,2,74400,25300,1,25300,1
김정숙,a06951,카페,18,남,뷰티,600,65,39000,42100,17,715700,26900,3,80700,5300,20,106000,2500,1,2500,24100,3,72300,38300,3,114900,21300,2,42600,41700,1,41700,10700,2,21400,33400,2,66800,17700,1,17700,2
박미영,a06952,쇼핑,18,여,통신비,300,36,10800,7200,21,151200,14500,10,145000,14600,2,29200,4900,2,9800,19900,3,59700,45800,1,45800,19000,3,57000,36400,5,182000,14600,0,0,46300,1,46300,71300,1,71300,5
박영식,a06953,게임,12,남,영화관람,400,40,16000,39300,11,432300,14000,7,98000,6500,7,45500,3300,3,9900,24900,0,0,46200,0,0,21200,0,0,41200,1,41200,14200,2,28400,40100,0,0,53600,1,53600,3
장현주,a06954,카페,19,여,배달,500,16,8000,26800,17,455600,23000,9,207000,13300,16,212800,4300,3,12900,19800,1,19800,23400,3,70200,27100,1,27100,19700,0,0,22300,0,0,48000,1,48000,18300,1,18300,5
이채원,a06955,여행,14,남,대중교통,300,16,4800,14500,24,348000,10600,5,53000,7800,11,85800,4400,0,0,19600,2,39200,21700,0,0,29600,1,29600,14400,0,0,23500,0,0,21900,2,43800,67600,1,67600,5
이은주,a06956,게임,12,여,대중교통,500,40,20000,49300,15,739500,15000,10,150000,16100,10,161000,4500,1,4500,21600,3,64800,41400,3,124200,26400,5,132000,23900,0,0,10700,0,0,39300,0,0,48900,1,48900,6
이민서,a06957,도서,10,여,대중교통,600,12,7200,22200,18,399600,27000,10,270000,18600,9,167400,4600,3,13800,14100,3,42300,49100,5,245500,18400,4,73600,46200,1,46200,24400,0,0,36000,0,0,10900,1,10900,6
서춘자,a06958,뷰티,10,여,넷플릭스,600,9,5400,36700,18,660600,21800,4,87200,11800,11,129800,3500,2,7000,14500,2,29000,28200,1,28200,18000,2,36000,12100,0,0,21500,2,43000,44200,2,88400,71800,1,71800,1
양현정,a06959,영화관람,12,여,카페,400,25,10000,44400,21,932400,12600,6,75600,12300,2,24600,4000,2,8000,13300,2,26600,20400,2,40800,27600,5,138000,32900,4,131600,21200,2,42400,30600,1,30600,10700,1,10700,2
박주원,a06960,게임,14,여,뷰티,400,21,8400,15300,11,168300,25900,8,207200,18700,6,112200,3000,4,12000,14500,2,29000,16100,0,0,27600,4,110400,47500,1,47500,10100,2,20200,41900,2,83800,12700,1,12700,0
박경희,a06961,뷰티,12,여,통신비,400,39,15600,6900,6,41400,29600,9,266400,10200,16,163200,3000,0,0,20100,1,20100,19000,5,95000,18800,2,37600,49700,5,248500,9700,0,0,24200,2,48400,40300,1,40300,2
김경희,a06962,스포츠,8,여,놀이동산,300,17,5100,25500,16,408000,26400,6,158400,14100,5,70500,4400,6,26400,23400,3,70200,43200,5,216000,25900,4,103600,41700,3,125100,13600,0,0,40000,0,0,10400,1,10400,0
